ds,ticker,open,high,low,close,volume
,,nvda,nvda,nvda,nvda,nvda
2020-02-10,NVDA,6.284777510513011,6.546124504221286,6.279799354982195,6.5453782081604,529608000
2020-02-11,NVDA,6.653650398908643,6.782581587232491,6.591673645110323,6.667837619781494,638556000
2020-02-12,NVDA,6.7206060940873815,6.790050094117391,6.681777328673445,6.783578395843506,374644000
2020-02-13,NVDA,6.725583191145601,6.8069740890850765,6.6982038099789944,6.739770412445068,528016000
2020-02-14,NVDA,7.1499603029578305,7.341863762234877,7.118598781136271,7.212932586669922,1041924000
2020-02-18,NVDA,7.109638070228449,7.400107196612731,7.090223930283923,7.381688117980957,620164000
2020-02-19,NVDA,7.50414923299064,7.850620995328489,7.50414923299064,7.832948684692383,694332000
2020-02-20,NVDA,7.78491062439982,7.873270750699054,7.37621335116715,7.683607578277588,810052000
2020-02-21,NVDA,7.571353892162281,7.596492964996843,7.234589157698324,7.319464683532715,768180000
2020-02-24,NVDA,6.725084065598645,7.015801943825988,6.670574552445324,6.801994800567627,856916000
2020-02-25,NVDA,6.877165340750058,6.939142105122098,6.420678945544084,6.522480010986328,1055496000
2020-02-26,NVDA,6.52272847560107,6.856008572359998,6.521235408568546,6.661864757537842,747732000
2020-02-27,NVDA,6.348309154901602,6.649661074979793,6.19862956404981,6.291027545928955,906416000
2020-02-28,NVDA,6.038490300140997,6.785643260786491,6.021804024627924,6.7261199951171875,1133252000
2020-03-02,NVDA,6.896222333433682,6.91340691326313,6.500231204832834,6.884516716003418,890744000
2020-03-03,NVDA,6.940303040064496,7.0000752116813985,6.536591373721847,6.622015953063965,652792000
2020-03-04,NVDA,6.729356821785062,7.0952126352414,6.6546412513383135,7.085748672485352,597408000
2020-03-05,NVDA,6.886257691787673,7.053121823524784,6.7617322345219755,6.806312561035156,540328000
2020-03-06,NVDA,6.626749057683581,6.684280063756596,6.425515706066624,6.625752925872803,515412000
2020-03-09,NVDA,5.974732222369242,6.460381763975549,5.931895713663488,6.112706661224365,614160000
2020-03-10,NVDA,6.389153282196328,6.502222537994385,6.126404913419726,6.502222537994385,580648000
2020-03-11,NVDA,6.36225494416996,6.390646830013216,6.041228405394459,6.138358116149902,499964000
2020-03-12,NVDA,5.615103210164313,5.880591547871109,5.374520065165271,5.387221813201904,816540000
2020-03-13,NVDA,5.74062440609125,6.002626025956078,5.46940821237534,5.998143196105957,634836000
2020-03-16,NVDA,5.290091309567239,5.631042423624033,4.83158858563761,4.891360759735107,726972000
2020-03-17,NVDA,5.003682666582242,5.500539533647419,4.756873362583326,5.411129951477051,833632000
2020-03-18,NVDA,4.98351065157185,5.228576653519925,4.499853741972362,5.051252365112305,874268000
2020-03-19,NVDA,5.029832983972858,5.397681548940483,4.816396698508904,5.3040385246276855,765512000
2020-03-20,NVDA,5.454216962280671,5.736142694810276,5.108783431931575,5.124224662780762,804636000
2020-03-23,NVDA,5.123227679196731,5.391455985630141,4.944160052402405,5.297065258026123,643876000
2020-03-24,NVDA,5.703266811798288,6.292521656398445,5.679607141928256,6.2058515548706055,1101644000
2020-03-25,NVDA,6.320913789305479,6.520652690645078,6.068376105755603,6.117190361022949,793432000
2020-03-26,NVDA,6.324400792523231,6.530615272618466,6.2262749239348,6.406588077545166,696108000
2020-03-27,NVDA,6.226273705917233,6.553028618407655,6.193398988350422,6.294264793395996,638828000
2020-03-30,NVDA,6.359765541677423,6.623759917980906,6.315683507570858,6.614544868469238,602252000
2020-03-31,NVDA,6.654643322673983,6.858865565440069,6.4192901763156325,6.564985275268555,949960000
2020-04-01,NVDA,6.3669883075359,6.513430117395625,6.009101988132702,6.05368185043335,656912000
2020-04-02,NVDA,6.082820919284177,6.375705012122686,6.03475435884826,6.3625054359436035,675764000
2020-04-03,NVDA,6.324899124823226,6.366490595902517,5.937126918400337,6.074603080749512,663212000
2020-04-06,NVDA,6.356777264478225,6.721388074533338,6.299246263802596,6.684528350830078,727884000
2020-04-07,NVDA,6.90618262494853,6.929842768857639,6.408080732488739,6.45116662979126,784520000
2020-04-08,NVDA,6.560251499344632,6.673320757486183,6.490268142600633,6.648415565490723,542444000
2020-04-09,NVDA,6.77418701355761,6.797099468670892,6.485785735971131,6.548795700073242,525564000
2020-04-13,NVDA,6.489022257599026,6.729356450475062,6.400609288724434,6.720639705657959,398408000
2020-04-14,NVDA,6.848900953761625,7.105921425129688,6.821256283801942,7.071801662445068,530948000
2020-04-15,NVDA,6.903693407220888,7.077282076063344,6.85836632376296,6.994348049163818,366148000
2020-04-16,NVDA,7.149753882871635,7.446622439979446,7.136554309470913,7.3395304679870605,745620000
2020-04-17,NVDA,7.421716910493105,7.443135398908856,7.146266855496667,7.280256271362305,539120000
2020-04-20,NVDA,7.153740016301722,7.309645780659861,7.104676851709789,7.149007797241211,449388000
2020-04-21,NVDA,7.030957410089026,7.092223539366521,6.6523998619664395,6.712172031402588,735160000
2020-04-22,NVDA,6.90443914682247,7.169429618471471,6.858863158933598,7.126592636108398,483356000
2020-04-23,NVDA,7.168682918221717,7.30067962276094,7.048141964987654,7.073296070098877,424160000
2020-04-24,NVDA,7.063085167765885,7.214258708372512,6.988369596969464,7.212266445159912,352328000
2020-04-27,NVDA,7.346755481740124,7.558697837935552,7.322099201276166,7.398807048797607,479388000
2020-04-28,NVDA,7.546245797477083,7.576132129211744,7.250871554382898,7.256350517272949,442904000
2020-04-29,NVDA,7.391086267383881,7.485974824111868,7.31587285674116,7.433176040649414,379160000
2020-04-30,NVDA,7.379131758551654,7.433176063147179,7.265315747997266,7.279262542724609,375916000
2020-05-01,NVDA,7.081765434398615,7.195083626516568,6.9943485704806,7.042664527893066,342096000
2020-05-04,NVDA,6.9953445338255165,7.268304605199445,6.9953445338255165,7.2546067237854,317556000
2020-05-05,NVDA,7.3587091845288795,7.478253535367416,7.254605587109694,7.3156232833862305,368896000
2020-05-06,NVDA,7.395071579842432,7.521340429911859,7.357215721235537,7.416489601135254,323464000
2020-05-07,NVDA,7.555706769687696,7.656074261668399,7.504402435147202,7.592815399169922,373732000
2020-05-08,NVDA,7.664544272212603,7.789069769649126,7.6306734167144175,7.782843589782715,339216000
2020-05-11,NVDA,7.777861575435405,8.081704058803293,7.749220771270354,8.034882545471191,469060000
2020-05-12,NVDA,8.092662098835039,8.141475876196386,7.763167676564852,7.772880554199219,493060000
2020-05-13,NVDA,7.887443704105184,8.047832293697526,7.56591883243049,7.7504658699035645,625852000
2020-05-14,NVDA,7.811982451319024,8.005495174566661,7.658317847977399,8.000016212463379,602312000
2020-05-15,NVDA,7.859800101450532,8.468231385191919,7.84410995767559,8.458518981933594,987660000
2020-05-18,NVDA,8.72724456781721,8.882652519212469,8.647548328648481,8.717033386230469,774460000
2020-05-19,NVDA,8.756882382589186,9.053003828091269,8.729486619496816,8.772074699401855,717320000
2020-05-20,NVDA,8.956870472342526,9.00867312671742,8.855008513018294,8.93595027923584,587536000
2020-05-21,NVDA,9.017139800729746,9.018135457385423,8.704331651062288,8.741938591003418,761068000
2020-05-22,NVDA,8.791748124718579,9.05848245567166,8.680173774561219,8.991985321044922,1038764000
2020-05-26,NVDA,9.121989784334003,9.146895451857231,8.639080149199375,8.684656143188477,770780000
2020-05-27,NVDA,8.592256470336343,8.599976607789056,7.966391406411909,8.49288558959961,1175892000
2020-05-28,NVDA,8.38031440651218,8.727242743605286,8.347439690975364,8.454781532287598,734896000
2020-05-29,NVDA,8.522023979073884,8.841805458068848,8.452787853951744,8.841805458068848,745256000
2020-06-01,NVDA,8.799717447835334,8.807188672475881,8.656512958549527,8.772819519042969,389876000
2020-06-02,NVDA,8.762857852383924,8.80370162217981,8.625132330013418,8.791747093200684,391320000
2020-06-03,NVDA,8.788761169686277,8.832593819196138,8.66697467494194,8.736210823059082,365440000
2020-06-04,NVDA,8.698835276385058,8.913366038653837,8.648504104619935,8.737207412719727,424280000
2020-06-05,NVDA,8.765113570592039,8.966936309509999,8.678902442637584,8.890193939208984,481748000
2020-06-08,NVDA,8.847587452303124,8.860045494954527,8.65672761553752,8.775579452514648,387736000
2020-06-09,NVDA,8.77059454872251,9.079309108158784,8.722007525331632,9.015771865844727,468488000
2020-06-10,NVDA,9.13711760353273,9.468257079263582,9.122914465127538,9.33545207977295,632180000
2020-06-11,NVDA,9.119424348084378,9.230302523523088,8.756641306957437,8.766857147216797,583652000
2020-06-12,NVDA,9.131884710415692,9.156551767191573,8.674168804360798,8.902652740478516,570908000
2020-06-15,NVDA,8.78579344778855,9.151566711818699,8.714531595846257,9.143095016479492,400004000
2020-06-16,NVDA,9.1941744220591,9.235784866001858,8.809214608166549,9.038196563720703,535716000
2020-06-17,NVDA,9.083298038139,9.267928380055611,9.039942490508217,9.20513916015625,408304000
2020-06-18,NVDA,9.196167436092033,9.251482008571207,9.084043174244037,9.1871976852417,254408000
2020-06-19,NVDA,9.211617176466618,9.41343992943585,9.196417927904287,9.230303764343262,524160000
2020-06-22,NVDA,9.268924225594319,9.499401313261167,9.242263048072369,9.494915962219238,398468000
2020-06-23,NVDA,9.519083113139562,9.61027762938624,9.37606326989981,9.418420791625977,375108000
2020-06-24,NVDA,9.444586274609327,9.524568869245835,9.113944849479747,9.204641342163086,449372000
2020-06-25,NVDA,9.32448899177725,9.47324032161183,9.151568659929675,9.458290100097656,376072000
2020-06-26,NVDA,9.46825321757015,9.46825321757015,9.094506380034487,9.124405860900879,592084000
2020-06-29,NVDA,9.13910960070317,9.173743468777447,8.870260374063909,9.169258117675781,342248000
2020-06-30,NVDA,9.282876814770328,9.494417324773647,9.23553588117159,9.466012954711914,367892000
2020-07-01,NVDA,9.488938719659828,9.543755254372563,9.381548801536931,9.498157501220703,326648000
2020-07-02,NVDA,9.606790803004376,9.704961911915024,9.546243794157816,9.580130577087402,364056000
2020-07-06,NVDA,9.70919763785932,9.875639423686373,9.680045232466764,9.806371688842773,315892000
2020-07-07,NVDA,9.913012455725239,10.036348652688012,9.817831596856585,9.838761329650879,357800000
2020-07-08,NVDA,9.960354561977747,10.190832578690713,9.932199220548739,10.181861877441406,365480000
2020-07-09,NVDA,10.345564945605604,10.534680625125125,10.19930485398848,10.473884582519531,494548000
2020-07-10,NVDA,10.55336697172099,10.619644469216341,10.344068660721797,10.444232940673828,497676000
2020-07-13,NVDA,10.559598321190247,10.756188648040855,9.9915022627415,10.018661499023438,457076000
2020-07-14,NVDA,10.041333369102032,10.367988370836883,9.752800521431915,10.342324256896973,542676000
2020-07-15,NVDA,10.379448640777818,10.398135222734071,10.022146176073589,10.193073272705078,403984000
2020-07-16,NVDA,9.981535509582216,10.172644356689387,9.862434655691096,10.100885391235352,344964000
2020-07-17,NVDA,10.19133177590211,10.214254686080869,10.054042392101053,10.167411804199219,266284000
2020-07-20,NVDA,10.239922111255296,10.49606340256884,10.12281439346812,10.475631713867188,284852000
2020-07-21,NVDA,10.47786759965526,10.524711418926614,10.252373977304481,10.293984413146973,277036000
2020-07-22,NVDA,10.332856798592301,10.567071192485503,10.257110543380008,10.403868675231934,367292000
2020-07-23,NVDA,10.415082894117917,10.511758906609913,9.997732266845594,10.095903396606445,411660000
2020-07-24,NVDA,9.842001448963808,10.330114796666884,9.7443293540735,10.160433769226074,473292000
2020-07-27,NVDA,10.198058237994003,10.40685753635307,10.183606075119817,10.386675834655762,292132000
2020-07-28,NVDA,10.339585085814322,10.34730874833606,10.175136467650624,10.181365013122559,271636000
2020-07-29,NVDA,10.356029423457086,10.48110979367714,10.312425803409024,10.430529594421387,284508000
2020-07-30,NVDA,10.340331482231235,10.587502923822777,10.260847909524566,10.578533172607422,308880000
2020-07-31,NVDA,10.527949773377017,10.730521443292451,10.398135060055008,10.579277992248535,386080000
2020-08-03,NVDA,10.69663454379167,11.061660659035894,10.679442128470031,10.973456382751465,412720000
2020-08-04,NVDA,11.013078471023075,11.190234184265137,10.869559569609942,11.190234184265137,310336000
2020-08-05,NVDA,11.206427374833025,11.333749929119115,11.12893697967583,11.24903392791748,249924000
2020-08-06,NVDA,11.31182391232998,11.320046580338172,11.141395787272014,11.297621726989746,244316000
2020-08-07,NVDA,11.27470120348001,11.466309083701073,11.000620449446878,11.162078857421875,342516000
2020-08-10,NVDA,11.296378130139873,11.37013027307293,10.820223710732987,11.127693176269531,427796000
2020-08-11,NVDA,11.036745063035063,11.09953521649184,10.75967416048644,10.813743591308594,354512000
2020-08-12,NVDA,10.95402521578607,11.428683543710854,10.921633546935348,11.402023315429688,464412000
2020-08-13,NVDA,11.507416812457388,11.682580247060663,11.317803116869817,11.40476131439209,374460000
2020-08-14,NVDA,11.491470467220413,11.665636840211876,11.402270069891625,11.525357246398926,366436000
2020-08-17,NVDA,11.811649281095725,12.368283367606518,11.777763445639556,12.2957763671875,621300000
2020-08-18,NVDA,12.408396604850482,12.454243369242976,12.045862614432307,12.219779014587402,503448000
2020-08-19,NVDA,12.255409595483277,12.273847151422554,12.057572282055663,12.09793758392334,622624000
2020-08-20,NVDA,11.934985765200699,12.3336487799119,11.839056853528326,12.100430488586426,921388000
2020-08-21,NVDA,12.16097734290615,12.765949386676102,12.15449881949741,12.641118049621582,999868000
2020-08-24,NVDA,12.8407002876966,12.869354640857491,12.465707220741127,12.677746772766113,490564000
2020-08-25,NVDA,12.588542789163244,12.718606550680466,12.531733100681723,12.70739459991455,289076000
2020-08-26,NVDA,12.75648215082287,12.825500864865182,12.635388116526201,12.73031997680664,321244000
2020-08-27,NVDA,12.738789586790235,12.80706120631376,12.524507872251876,12.586051940917969,317604000
2020-08-28,NVDA,12.632647878057028,13.104066967536749,12.60025620759237,13.1038179397583,537160000
2020-08-31,NVDA,13.138698459566308,13.529637783388289,12.994183483753126,13.329808235168457,500840000
2020-09-01,NVDA,13.438976442437339,13.951163045336086,13.395608877349849,13.778939247131348,511316000
2020-09-02,NVDA,14.659004244435685,14.681934967441135,13.85770012162567,14.302842140197754,874012000
2020-09-03,NVDA,13.786664795289532,13.84224502552326,12.839556108597575,12.975890159606934,945128000
2020-09-04,NVDA,12.744843884180868,13.134903773665314,11.66912816097081,12.584085464477539,1463684000
2020-09-08,NVDA,11.698788278849976,12.511806722915468,11.668630741928217,11.876745223999023,795728000
2020-09-09,NVDA,12.362264778799862,12.77026963550386,12.194526702146424,12.67630672454834,736200000
2020-09-10,NVDA,12.949719407008288,13.025488325723183,12.129971432749489,12.27428150177002,698684000
2020-09-11,NVDA,12.44750274067176,12.613994320712306,11.859547260099818,12.127479553222656,636928000
2020-09-14,NVDA,13.041189988553288,13.274477094290067,12.59280879798839,12.833074569702148,1201744000
2020-09-15,NVDA,13.23958567278816,13.258278802427236,12.788712444001021,12.951465606689453,727556000
2020-09-16,NVDA,12.917815275662813,13.052902846479272,12.475665466431533,12.476412773132324,556384000
2020-09-17,NVDA,12.095328374077656,12.551436543996568,11.998125242985967,12.425570487976074,792512000
2020-09-18,NVDA,12.55542196034771,12.594053723671006,11.952263684330296,12.152153015136719,698460000
2020-09-21,NVDA,11.888710826446754,12.484392402221294,11.868273028129613,12.479158401489258,721044000
2020-09-22,NVDA,12.536729096807136,12.609506883213678,12.118506402595152,12.599287986755371,646452000
2020-09-23,NVDA,12.537229978668908,12.688269636097775,12.042490957257607,12.086854934692383,647012000
2020-09-24,NVDA,12.035509104369488,12.531245354511263,11.977435959248508,12.310419082641602,731240000
2020-09-25,NVDA,12.409617669119307,12.844290623103921,12.208481870197122,12.834569931030273,588016000
2020-09-28,NVDA,13.00056385649724,13.012029215529765,12.711197362079012,12.995329856872559,573808000
2020-09-29,NVDA,12.898127404420933,13.401839758111288,12.893890764359542,13.185500144958496,621460000
2020-09-30,NVDA,13.117457679149188,13.581042683791333,13.110229910612453,13.489322662353516,689184000
2020-10-01,NVDA,13.71612839404884,13.720863237826437,13.419782318338061,13.573064804077148,525004000
2020-10-02,NVDA,13.184754046905367,13.478357223318929,13.011282826082569,13.022499084472656,552496000
2020-10-05,NVDA,13.195718950444643,13.602726378961242,13.182508924277144,13.600981712341309,479820000
2020-10-06,NVDA,13.787910100750363,14.098960842769742,13.623412295023178,13.694694519042969,784420000
2020-10-07,NVDA,13.95714274462038,14.076279213328517,13.82130691885235,13.921501159667969,418084000
2020-10-08,NVDA,14.032165622756523,14.041637213589913,13.716130905848528,13.796634674072266,378900000
2020-10-09,NVDA,13.725102840358888,13.782178633228172,13.619176383039175,13.720865249633789,346892000
2020-10-12,NVDA,13.946924894276616,14.303336967435383,13.870159568035136,14.18270492553711,434744000
2020-10-13,NVDA,14.252990745562755,14.304832536248611,13.976086024825316,14.204887390136719,344604000
2020-10-14,NVDA,14.247010177633838,14.299101076743241,13.917516320403053,14.05235481262207,276100000
2020-10-15,NVDA,13.7687179661636,13.963124193199745,13.725848613045164,13.927483558654785,267224000
2020-10-16,NVDA,13.994032098702894,14.078524355779496,13.750525122871887,13.7694673538208,242392000
2020-10-19,NVDA,13.860687006081015,13.940941659706013,13.365947158412617,13.456670761108398,298068000
2020-10-20,NVDA,13.54216084758087,13.757753145997645,13.4658937231082,13.603972434997559,229212000
2020-10-21,NVDA,13.583533358910847,13.74952672022228,13.436482225801853,13.483588218688965,219596000
2020-10-22,NVDA,13.481344799645843,13.570322782592395,13.191479184719874,13.32033634185791,290480000
2020-10-23,NVDA,13.40906768227874,13.551882196272292,13.250801221454951,13.548891067504883,233484000
2020-10-26,NVDA,13.38614004738893,13.651081269278576,12.99882208728849,13.101259231567383,336896000
2020-10-27,NVDA,13.265505408101772,13.401092148583462,13.151353822024564,13.355979919433594,250520000
2020-10-28,NVDA,13.15783389781271,13.21964548429558,12.57062667854132,12.588571548461914,376520000
2020-10-29,NVDA,12.79942983329773,13.152601732230695,12.71119913413637,12.984365463256836,320080000
2020-10-30,NVDA,12.810892647070952,12.897128609243849,12.262566328767218,12.495854377746582,416820000
2020-11-02,NVDA,12.61922671380893,12.797681834744678,12.357276711228305,12.542461395263672,299652000
2020-11-03,NVDA,12.66982406903723,13.065117033567683,12.564395814857201,12.979877471923828,272900000
2020-11-04,NVDA,13.348503465927273,13.785420317978154,13.296412565067577,13.752270698547363,410228000
2020-11-05,NVDA,14.11940004400391,14.295362275225596,13.94842175974404,14.116907119750977,319028000
2020-11-06,NVDA,14.066809828518743,14.544352187106675,13.852714035338233,14.517683982849121,383348000
2020-11-09,NVDA,14.508212670449465,14.6467895958849,13.569329090397103,13.58926773071289,582976000
2020-11-10,NVDA,13.565090756109772,13.565090756109772,12.589818331459508,12.7311372756958,644068000
2020-11-11,NVDA,13.014021334932684,13.394111392111576,12.908842200491843,13.37716293334961,404744000
2020-11-12,NVDA,13.437978740251724,13.724105001386421,13.275474700255113,13.415796279907227,365812000
2020-11-13,NVDA,13.585777393792211,13.627151186548398,13.019506169381641,13.256532669067383,346312000
2020-11-16,NVDA,13.132411731318832,13.607960310940665,13.115962425029508,13.474119186401367,413776000
2020-11-17,NVDA,13.51125656747037,13.554873236552991,13.263263834024546,13.381402969360352,312028000
2020-11-18,NVDA,13.424270172885084,13.564342646765963,13.144873482628464,13.3878812789917,510924000
2020-11-19,NVDA,13.172538762935169,13.446452345652338,13.060131852933283,13.399346351623535,565936000
2020-11-20,NVDA,13.413054668904675,13.453431099655287,13.02523765866418,13.047919273376465,341088000
2020-11-23,NVDA,13.131165767553133,13.341772215729872,12.975889493731826,13.100010871887207,361356000
2020-11-24,NVDA,13.102503240666222,13.121943675569424,12.84578719687769,12.918315887451172,346500000
2020-11-25,NVDA,12.992839233588224,13.22911749877967,12.980377464249663,13.194473266601562,259916000
2020-11-27,NVDA,13.33429431298339,13.36669566818434,13.130416493764512,13.220890045166016,167276000
2020-11-30,NVDA,13.224629972711387,13.371681112927636,12.93277056325662,13.360713958740234,286952000
2020-12-01,NVDA,13.451188755774265,13.487577650555359,13.187991311158573,13.349249839782715,296948000
2020-12-02,NVDA,13.309870792632042,13.631887767453023,13.193974535937858,13.503280639648438,283360000
2020-12-03,NVDA,13.550149946445117,13.62245088481355,13.292361370106766,13.359176635742188,199520000
2020-12-04,NVDA,13.41153082963285,13.522725063068174,13.351945473241651,13.520979881286621,202244000
2020-12-07,NVDA,13.56386361302514,13.69350639302831,13.462892225669556,13.569348335266113,223244000
2020-12-08,NVDA,13.547659578821161,13.561371860918335,13.244993620196462,13.313305854797363,271920000
2020-12-09,NVDA,13.263940122699115,13.377127781600759,12.83287824849887,12.895206451416016,401300000
2020-12-10,NVDA,12.833626362652886,13.032827240259751,12.814179233486414,12.936592102050781,207764000
2020-12-11,NVDA,12.931607799331852,12.984213395359053,12.787754371778004,12.977481842041016,209264000
2020-12-14,NVDA,13.052022269843059,13.35194530778793,13.041551179283497,13.272165298461914,270156000
2020-12-15,NVDA,13.402806834534603,13.426990207111126,13.150502967637742,13.323775291442871,193016000
2020-12-16,NVDA,13.38560601533192,13.400315952198582,13.17618319203226,13.206101417541504,223116000
2020-12-17,NVDA,13.330008033914774,13.342723611361109,13.14227589521306,13.30457878112793,231384000
2020-12-18,NVDA,13.342221811864965,13.368150362579131,13.034570517885129,13.235516548156738,342064000
2020-12-21,NVDA,13.038809967226198,13.333248320749014,12.931854563865725,13.295601844787598,302332000
2020-12-22,NVDA,13.282638382275874,13.300588554199457,13.018117291464907,13.241750717163086,185580000
2020-12-23,NVDA,13.219561371315317,13.238509197227785,12.969251869856985,12.973489761352539,179144000
2020-12-24,NVDA,13.001411068937141,13.09639936262665,12.903182538590542,12.958030700683594,97884000
2020-12-28,NVDA,13.026594766213018,13.026594766213018,12.728167672465434,12.864541053771973,212564000
2020-12-29,NVDA,12.88947258005551,13.036567177285413,12.806949719669266,12.907671928405762,170372000
2020-12-30,NVDA,12.954540464926044,13.177426332180262,12.86129830313241,13.109613418579102,225396000
2020-12-31,NVDA,13.100391478599667,13.114851287037245,12.879499929815664,13.019115447998047,192424000
2021-01-04,NVDA,13.068229351372885,13.614972534629288,12.926868655114351,13.07745361328125,560640000
2021-01-05,NVDA,13.063742702493485,13.406547847863411,13.051028075172898,13.367904663085938,322760000
2021-01-06,NVDA,13.186151938301988,13.208590125108369,12.55140223449404,12.57982349395752,580424000
2021-01-07,NVDA,12.931856295126039,13.340979313282,12.851079561663786,13.307321548461914,461480000
2021-01-08,NVDA,13.325771189955528,13.38410973127691,13.006151763416414,13.240256309509277,292528000
2021-01-11,NVDA,13.381864913182376,13.922625030648138,13.325769911241851,13.584057807922363,518344000
2021-01-12,NVDA,13.714696165855404,13.716691474669126,13.308317002723243,13.44768238067627,291476000
2021-01-13,NVDA,13.452917423562095,13.58754655344523,13.348206512132624,13.494552612304688,210028000
2021-01-14,NVDA,13.53768624146409,13.562367967731841,13.144270823265234,13.163966178894043,283120000
2021-01-15,NVDA,13.191638823831939,13.288621489742575,12.813182548933598,12.824151992797852,277780000
2021-01-19,NVDA,12.980470603146165,13.058007089454371,12.808694289194596,12.989446640014648,226188000
2021-01-20,NVDA,13.07570848862872,13.393582699187647,13.020860317595421,13.329010963439941,258572000
2021-01-21,NVDA,13.381614853404404,13.960768938045424,13.21657009570314,13.829380989074707,337780000
2021-01-22,NVDA,13.702232110393947,13.803702799106055,13.589791977354604,13.67480754852295,246820000
2021-01-25,NVDA,13.74386752287208,13.790489088581495,13.200116324560353,13.615720748901367,251112000
2021-01-26,NVDA,13.5431674193173,13.607240791126264,13.350698128081614,13.398317337036133,163980000
2021-01-27,NVDA,13.193634056363793,13.196376893038126,12.75858344917115,12.882243156433105,371272000
2021-01-28,NVDA,12.960527229968816,13.303083185039084,12.924875108321336,13.01512622833252,228316000
2021-01-29,NVDA,13.03905799238452,13.298094331808977,12.876007604293378,12.954042434692383,271552000
2021-02-01,NVDA,13.017369864440333,13.234271739579091,12.867283258352058,13.200614929199219,217204000
2021-02-02,NVDA,13.361919791975675,13.534692808775095,13.2489803634068,13.519485473632812,220440000
2021-02-03,NVDA,13.598515418591797,13.893453042028312,13.479344705708954,13.493306159973145,245408000
2021-02-04,NVDA,13.493805009925891,13.635913218107342,13.301086528167751,13.626688957214355,201340000
2021-02-05,NVDA,13.68727472567614,13.699491001067766,13.5085167116583,13.553642272949219,169152000
2021-02-08,NVDA,13.68951770498705,14.433965799239166,13.68951770498705,14.399062156677246,434624000
2021-02-09,NVDA,14.301332124895213,14.543165883062592,14.183407258565946,14.224045753479004,287560000
2021-02-10,NVDA,14.423493930171468,14.864029232450724,14.302078715343187,14.723666191101074,485352000
2021-02-11,NVDA,14.939073234320938,15.230270413578813,14.88397493596725,15.208828926086426,450828000
2021-02-12,NVDA,15.008630938614067,15.24921783167627,14.734386284539758,14.920125007629395,374756000
2021-02-16,NVDA,15.022843980720733,15.3302471423686,14.90890782880932,15.28811264038086,321960000
2021-02-17,NVDA,15.129299373691124,15.181655791032563,14.739374311202369,14.865028381347656,274756000
2021-02-18,NVDA,14.688513024909678,14.832366426903295,14.534936058505934,14.788238525390625,233868000
2021-02-19,NVDA,14.983200582071147,15.135281542586627,14.805939546070965,14.885470390319824,271724000
2021-02-22,NVDA,14.734135890727472,15.091650900192912,14.285622248231503,14.316287994384766,325884000
2021-02-23,NVDA,14.036560433142531,14.199611797390215,13.352695375792258,14.103127479553223,391780000
2021-02-24,NVDA,14.083930445946981,14.466874752951664,13.718187832909049,14.459145545959473,448320000
